material_id,y_true,gnn_pred,hybrid_pred,abs_diff_gnn_vs_hybrid,gnn_error,hybrid_error,which_is_better
mp-2802611,0.914977490901947,0.2513356447219849,0.848138288538936,0.5968026438169511,0.6636418461799621,0.066839202363011,hybrid_better
mp-545974,2.083305597305298,2.052803111076355,1.6392244887257266,0.4135786223506286,0.030502486228942693,0.4440811085795713,gnn_better
mp-23280,-0.2541448175907135,-0.1030630350112915,0.23506720038626536,0.3381302353975569,0.151081782579422,0.4892120179769789,gnn_better
mp-542570,0.29269900918006897,0.6634273529052734,0.9853021302285663,0.32187477732329284,0.37072834372520447,0.6926031210484973,gnn_better
mp-34418,1.3983219861984253,1.6213801145553588,1.3278700398498224,0.29351007470553636,0.2230581283569335,0.07045194634860286,hybrid_better
mp-11652,1.7666507959365845,2.0360554695129394,1.7498558301307625,0.28619963938217685,0.2694046735763549,0.01679496580582196,hybrid_better
mp-27849,1.443137764930725,1.2100926876068114,1.470353952728388,0.26026126512157655,0.23304507732391366,0.027216187797662883,hybrid_better
mp-979935,1.0027706623077393,1.4655916452407838,1.223552398063057,0.24203924717772685,0.4628209829330445,0.22078173575531768,hybrid_better
mp-3142,0.5737996101379395,1.6768078565597535,1.9101911566613865,0.233383300101633,1.103008246421814,1.336391546523447,gnn_better
mp-979936,0.9856958389282227,1.4587893724441527,1.2269347885196873,0.23185458392446545,0.4730935335159301,0.24123894959146464,hybrid_better
mp-979968,1.5397032499313354,1.79702889919281,1.570150307174631,0.22687859201817906,0.2573256492614746,0.03044705724329555,hybrid_better
mp-1432,2.160954475402832,2.2073787689208983,1.9839803481099305,0.22339842081096783,0.04642429351806632,0.17697412729290152,gnn_better
mp-974474,2.1637961864471436,1.9922551155090331,1.7841848307477775,0.20807028476125566,0.17154107093811044,0.3796113556993661,gnn_better
mp-5222,1.8313641548156738,1.5858643531799317,1.380880012566983,0.2049843406129488,0.24549980163574214,0.45048414224869093,gnn_better
mp-560553,0.7496590614318848,0.7756351947784423,0.97415448622247,0.1985192914440277,0.025976133346557573,0.22449542479058526,gnn_better
